p1	p2	interaction
Q7L5A8	O14980	binding
O14980	Q7L5A8	binding
P55072	Q7L5A8	reaction
Q7L5A8	Q8N5B7	binding
Q8N5B7	Q7L5A8	binding
Q7L5A8	Q01518	reaction
Q7L5A8	Q99424	reaction
Q7L5A8	Q86SK9	binding
Q86SK9	Q7L5A8	binding
Q7L5A8	Q9NYA1	binding
Q9NYA1	Q7L5A8	binding
Q7L5A8	Q96CS3	reaction
Q15067	Q7L5A8	reaction
Q7L5A8	O14925	binding
O14925	Q7L5A8	binding
Q7L5A8	O00767	binding
O00767	Q7L5A8	binding
Q7L5A8	Q9ULI0	reaction
Q7L5A8	Q96G23	binding
Q96G23	Q7L5A8	binding
Q7L5A8	Q9NRA0	binding
Q9NRA0	Q7L5A8	binding
Q7L5A8	P40123	reaction
Q7L5A8	Q7L1T6	catalysis
Q7L5A8	Q49MI3	binding
Q49MI3	Q7L5A8	binding
Q7L5A8	Q9UNN5	reaction
Q7L5A8	Q6ZMG9	binding
Q6ZMG9	Q7L5A8	binding
Q7L5A8	O43615	binding
O43615	Q7L5A8	binding
Q7L5A8	Q9HAV4	binding
Q9HAV4	Q7L5A8	binding
Q7L5A8	Q96QU8	binding
Q96QU8	Q7L5A8	binding
Q7L5A8	O00124	reaction
Q7L5A8	Q8IU89	binding
Q8IU89	Q7L5A8	binding
Q7L5A8	Q9HA82	binding
Q9HA82	Q7L5A8	binding
Q13087	P27797	reaction
P27824	Q13087	reaction
Q13087	Q9UJ68	catalysis
Q13087	Q8NBP7	reaction
Q13087	O14967	reaction
Q13087	Q96SL4	catalysis
Q13087	Q13217	reaction
Q13087	P14625	catalysis
Q13087	Q14697	catalysis
Q13087	O15533	binding
O15533	Q13087	binding
Q13087	Q96L12	reaction
Q96L12	Q13087	reaction
Q8IXB1	Q13087	reaction
Q13087	Q8TED1	catalysis
Q13087	P30044	catalysis
Q13087	Q96HE7	activation
Q96HE7	Q13087	activation
Q13087	Q86YB8	activation
Q86YB8	Q13087	activation
Q13087	Q8TET4	catalysis
Q99819	Q9HBH0	reaction
Q9HBH0	Q99819	reaction
Q99819	P52198	activation
P52198	Q99819	activation
Q99819	O00212	reaction
Q99819	P17081	activation
P17081	Q99819	activation
P63000	Q99819	reaction
Q99819	O94955	binding
O94955	Q99819	binding
Q99819	P62745	reaction
Q99819	P60953	binding
P60953	Q99819	binding
Q99819	P15153	reaction
P15153	Q99819	reaction
Q99819	Q7L0Q8	reaction
Q9H4E5	Q99819	reaction
Q99819	Q8IXI2	reaction
Q8IXI2	Q99819	reaction
Q99819	P60763	activation
P60763	Q99819	activation
Q99819	P61586	reaction
P61586	Q99819	reaction
P61587	Q99819	reaction
Q99819	P84095	reaction
P84095	Q99819	reaction
Q99819	Q15669	binding
Q15669	Q99819	binding
Q99819	Q96L33	binding
Q96L33	Q99819	binding
Q99819	Q92730	binding
Q92730	Q99819	binding
Q99819	O94844	activation
O94844	Q99819	activation
Q99819	P08134	binding
P08134	Q99819	binding
Q99819	Q9BYZ6	binding
Q9BYZ6	Q99819	binding
Q99819	Q8IXI1	reaction
Q8IXI1	Q99819	reaction
Q99819	P50395	reaction
P29372	P03372	binding
P03372	P29372	binding
P29372	Q09472	binding
Q09472	P29372	binding
Q3SXM5	Q9NXB9	binding
Q9NXB9	Q3SXM5	binding
Q3SXM5	Q9GZR5	binding
Q9GZR5	Q3SXM5	binding
Q3SXM5	Q9NYP7	binding
Q9NYP7	Q3SXM5	binding
Q3SXM5	Q9BW60	binding
Q9BW60	Q3SXM5	binding
Q3SXM5	Q9HB03	binding
Q9HB03	Q3SXM5	binding
Q3SXM5	P49327	binding
P49327	Q3SXM5	binding
Q3SXM5	A6NNS2	binding
A6NNS2	Q3SXM5	binding
Q3SXM5	B0YJ81	binding
B0YJ81	Q3SXM5	binding
Q3SXM5	A1L3X0	binding
A1L3X0	Q3SXM5	binding
Q3SXM5	Q6Y1H2	binding
Q6Y1H2	Q3SXM5	binding
Q3SXM5	Q9BY49	binding
Q9BY49	Q3SXM5	binding
Q3SXM5	Q6YN16	binding
Q6YN16	Q3SXM5	binding
Q3SXM5	Q9P035	binding
Q9P035	Q3SXM5	binding
Q3SXM5	Q6IAN0	binding
Q6IAN0	Q3SXM5	binding
Q3SXM5	Q9H5J4	binding
Q9H5J4	Q3SXM5	binding
Q3SXM5	Q5VWC8	binding
Q5VWC8	Q3SXM5	binding
P49815	P27348	inhibition
P49815	P04637	expression
Q13535	P49815	activation
Q9H3K6	P49815	activation
P49815	P62258	inhibition
Q04917	P49815	binding
O14920	P49815	binding
P10301	P49815	activation
P49815	O43741	ptmod
O43741	P49815	ptmod
P49815	P11309	ptmod
P49815	Q9P0N9	binding
Q9P0N9	P49815	binding
P49815	P31749	ptmod
P49815	P31946	binding
P31946	P49815	binding
P11234	P49815	activation
Q9UBF8	P49815	activation
Q99578	P49815	activation
Q92574	P49815	reaction
P49815	Q96S79	inhibition
Q96S79	P49815	inhibition
P49815	P03372	binding
P03372	P49815	binding
P49815	Q9Y243	inhibition
Q9Y243	P49815	inhibition
P49815	Q9BPW5	inhibition
Q9BPW5	P49815	inhibition
P49815	P49137	catalysis
P49815	Q96A58	inhibition
Q96A58	P49815	inhibition
Q6T310	P49815	activation
P49815	P54646	activation
P54646	P49815	activation
P49815	P63104	binding
P42345	P49815	ptmod
O00443	P49815	activation
P31947	P49815	binding
P49815	O14807	inhibition
O14807	P49815	inhibition
P49815	P49841	ptmod
P49841	P49815	ptmod
Q8NEB9	P49815	activation
P49815	Q9Y272	inhibition
Q9Y272	P49815	inhibition
P49815	P61981	binding
P61981	P49815	binding
Q5TCZ1	P49815	activation
P48736	P49815	activation
P49815	Q8TAI7	inhibition
Q8TAI7	P49815	inhibition
P49815	P27361	inhibition
P27361	P49815	inhibition
P49815	Q9Y3L5	inhibition
Q9Y3L5	P49815	inhibition
P49815	P31751	inhibition
P31751	P49815	inhibition
P49815	P49840	activation
P49840	P49815	activation
P49815	P61225	inhibition
P61225	P49815	inhibition
P49815	P46527	binding
P46527	P49815	binding
P49815	O00141	ptmod
P49815	Q9H628	inhibition
Q9H628	P49815	inhibition
Q15382	P49815	activation
Q92963	P49815	activation
P49815	Q96HU8	inhibition
Q96HU8	P49815	inhibition
P49815	Q15831	activation
Q15831	P49815	activation
P55040	P49815	activation
P49815	Q7Z444	inhibition
Q7Z444	P49815	inhibition
P62834	P49815	activation
Q9HB90	P49815	activation
Q7L523	P49815	activation
O00750	P49815	activation
P10114	P49815	activation
P49815	P01111	inhibition
P01111	P49815	inhibition
P42336	P49815	activation
P05112	P49815	activation
P01112	P49815	activation
Q5VZM2	P49815	activation
P49815	Q13131	ptmod
Q13131	P49815	ptmod
P49815	P01116	inhibition
P01116	P49815	inhibition
Q9NQL2	P49815	activation
P49815	Q15418	inhibition
Q15418	P49815	inhibition
P55042	P49815	activation
P61224	P49815	activation
P49815	Q9Y478	activation
Q9Y478	P49815	activation
O95057	P49815	activation
O00329	P49815	activation
P49815	Q6IQ22	inhibition
Q6IQ22	P49815	inhibition
Q8IYK8	P49815	activation
Q9BU20	P49815	activation
A1X283	P49815	activation
P42338	P49815	activation
P49815	O95661	inhibition
O95661	P49815	inhibition
Q9NYN1	P49815	activation
O75747	P49815	activation
P62070	P49815	activation
P42356	P49815	activation
Q8NBW4	P49815	activation
P49815	Q15276	binding
Q15276	P49815	binding
P49815	Q8N531	binding
Q8N531	P49815	binding
O60304	Q13263	binding
Q13263	O60304	binding
Q6PCT2	O60304	reaction
Q1L5Z9	O60304	catalysis
O00746	P07738	reaction
O00746	Q9H9Y6	binding
Q9H9Y6	O00746	binding
P04040	O00746	reaction
O00746	Q9Y2Y1	binding
Q9Y2Y1	O00746	binding
O00746	P22392	binding
P22392	O00746	binding
O00746	Q96I99	reaction
O00746	Q01433	reaction
O00746	P36954	binding
P36954	O00746	binding
O00746	P30876	binding
P30876	O00746	binding
O00746	P61218	binding
P61218	O00746	binding
O00746	Q9NW08	binding
Q9NW08	O00746	binding
O00746	Q9Y5B8	binding
Q9Y5B8	O00746	binding
O00746	Q5TCQ9	binding
Q5TCQ9	O00746	binding
O00746	P15531	binding
P15531	O00746	binding
O14975	Q9NUI1	reaction
Q9NUI1	Q99424	reaction
Q9NUI1	Q15067	reaction
P34913	Q9NUI1	reaction
Q08426	Q9NUI1	reaction
Q9NUI1	P50542	reaction
Q8IYB4	Q9NUI1	reaction
Q9NUI1	Q9NUZ1	reaction
Q9NUI1	Q92506	binding
Q92506	Q9NUI1	binding
Q9NUI1	Q9NWU1	binding
Q9NWU1	Q9NUI1	binding
Q9NUI1	O75521	reaction
Q9NUI1	P04040	reaction
Q9NUI1	O15254	reaction
Q9NUI1	Q8N4T8	binding
Q8N4T8	Q9NUI1	binding
Q8NI29	Q9UNE7	reaction
Q9UNE7	Q7Z7E8	reaction
Q7Z7E8	Q9UNE7	reaction
Q9UNE7	P54725	binding
P54725	Q9UNE7	binding
Q6ZVZ8	Q9UNE7	catalysis
P51965	Q9UNE7	catalysis
Q9UNE7	P54727	reaction
Q9UNE7	Q9H672	reaction
Q8WVN8	Q9UNE7	catalysis
Q9UNE7	Q16763	binding
Q16763	Q9UNE7	binding
Q9UNE7	P62979	binding
P62979	Q9UNE7	binding
Q9UNE7	Q969P5	reaction
Q96AX9	Q9UNE7	reaction
Q5VVX9	Q9UNE7	reaction
Q9UNE7	Q15646	reaction
Q9UNE7	P51668	reaction
P51668	Q9UNE7	reaction
Q05516	Q9UNE7	catalysis
Q9UNE7	Q13404	reaction
Q13404	Q9UNE7	reaction
P61088	Q9UNE7	reaction
P49459	Q9UNE7	catalysis
Q9NWX5	Q9UNE7	catalysis
Q9UNE7	O95817	catalysis
Q9UNE7	Q6Q0C0	catalysis
Q9UNE7	P40337	reaction
Q9UNE7	Q96NS5	catalysis
Q9UNE7	P63146	reaction
Q8N7F7	Q9UNE7	reaction
O00762	Q9UNE7	catalysis
Q9Y576	Q9UNE7	reaction
P61086	Q9UNE7	reaction
Q9H347	Q9UNE7	catalysis
Q9UNE7	Q13501	reaction
Q9UNE7	Q86XD8	reaction
Q9UNE7	P11441	reaction
P11441	Q9UNE7	reaction
Q8WXK3	Q9UNE7	reaction
Q9UNE7	Q07002	binding
Q07002	Q9UNE7	binding
Q9UMX0	Q9UNE7	catalysis
P60484	Q9UNE7	catalysis
P37840	Q9UNE7	binding
O95155	Q9UNE7	catalysis
Q9UNE7	Q9H4P4	reaction
Q9UNE7	Q96DX5	reaction
Q6UWE0	Q9UNE7	reaction
P0CG47	Q9UNE7	reaction
Q9Y2X8	Q9UNE7	reaction
Q9UNE7	P34932	binding
P34932	Q9UNE7	binding
Q9UNE7	Q96LR5	binding
Q96LR5	Q9UNE7	binding
Q9UNE7	O15205	reaction
Q9UNE7	P30260	reaction
Q8WXK1	Q9UNE7	catalysis
Q9UNE7	Q8IYU2	reaction
Q9UNE7	Q13114	catalysis
Q9UNE7	Q96S82	binding
Q96S82	Q9UNE7	binding
Q9UNE7	Q712K3	reaction
Q9UNE7	Q8WXI3	reaction
Q9UNE7	P84022	catalysis
P08238	Q9UNE7	catalysis
Q8WXK4	Q9UNE7	catalysis
P04626	Q9UNE7	catalysis
P0CG48	Q9UNE7	reaction
Q9UNE7	A1L167	catalysis
Q9UNE7	Q9UK22	catalysis
Q9UNE7	Q9UHD9	catalysis
Q9UNE7	P62253	reaction
Q9UNE7	Q96B02	binding
Q96B02	Q9UNE7	binding
Q9UNE7	Q8IZL9	binding
Q8IZL9	Q9UNE7	binding
Q9H765	Q9UNE7	reaction
A6NK59	Q9UNE7	catalysis
Q9UNE7	Q8IYU4	catalysis
Q16543	Q9UNE7	catalysis
Q9UNE7	Q969T4	reaction
Q9UNE7	Q9C0C9	reaction
Q9C0C9	Q9UNE7	reaction
Q9UNE7	O14933	reaction
O14933	Q9UNE7	reaction
Q9UNE7	Q9HCE7	catalysis
Q9H832	Q9UNE7	catalysis
P07900	Q9UNE7	catalysis
Q9UNE7	Q96L50	catalysis
Q9UNE7	Q13309	reaction
Q9UNE7	O60260	reaction
Q9UNE7	P61077	binding
P61077	Q9UNE7	binding
Q96Q27	Q9UNE7	reaction
Q9UNE7	P63279	binding
P63279	Q9UNE7	binding
Q15843	Q9UNE7	reaction
Q9UNE7	Q15819	binding
Q15819	Q9UNE7	binding
Q8WWX0	Q9UNE7	reaction
Q9UNE7	Q8TBB1	reaction
P68036	Q9UNE7	reaction
P62837	Q9UNE7	catalysis
Q9Y574	Q9UNE7	catalysis
Q8WXH4	Q9UNE7	reaction
Q9UNE7	Q15797	binding
Q15797	Q9UNE7	binding
Q9UNE7	Q86YT6	catalysis
Q9UNE7	P62987	binding
P62987	Q9UNE7	binding
Q96RT1	Q9UNE7	catalysis
Q9UNE7	Q8WXU2	binding
Q8WXU2	Q9UNE7	binding
Q9UNE7	P48643	binding
P48643	Q9UNE7	binding
Q9UNE7	Q99832	binding
Q99832	Q9UNE7	binding
Q9UNE7	P11142	binding
P11142	Q9UNE7	binding
Q9UNE7	P31948	binding
P31948	Q9UNE7	binding
Q9Y385	Q9UNE7	reaction
Q9UNE7	Q9NRR5	binding
Q9NRR5	Q9UNE7	binding
Q9UNE7	P0DMV9	binding
P0DMV9	Q9UNE7	binding
Q9UNE7	O95816	binding
O95816	Q9UNE7	binding
Q9UNE7	Q12933	binding
Q12933	Q9UNE7	binding
Q9UNE7	Q15185	binding
Q15185	Q9UNE7	binding
Q86YT6	O15553	catalysis
O15553	P29466	binding
P29466	O15553	binding
O15553	P61586	activation
P61586	O15553	activation
Q96AX9	O15553	catalysis
O15553	O43586	activation
O15553	Q9ULZ3	inhibition
Q9ULZ3	O15553	inhibition
O15553	Q676U5	binding
Q676U5	O15553	binding
O75808	P04632	binding
P04632	O75808	binding
O75808	Q9Y490	inhibition
Q9Y490	O75808	inhibition
O75808	Q6MZZ7	binding
Q6MZZ7	O75808	binding
O75808	Q9H1K6	inhibition
Q9H1K6	O75808	inhibition
O75808	Q9Y4G6	inhibition
Q9Y4G6	O75808	inhibition
O75808	Q96L46	binding
Q96L46	O75808	binding
O75808	O75340	binding
O75340	O75808	binding
Q70CQ4	P12004	catalysis
Q5XPI4	Q70CQ4	reaction
O15405	O00267	reaction
Q9GZS1	O15405	reaction
O15405	O60341	binding
O60341	O15405	binding
Q5VVJ2	O15405	reaction
O15405	Q9H9Y6	binding
Q9H9Y6	O15405	binding
O15405	Q7KZ85	binding
Q7KZ85	O15405	binding
O15405	Q96ST2	binding
Q96ST2	O15405	binding
O15405	P06744	reaction
O15405	Q9H981	binding
Q9H981	O15405	binding
O15405	P12956	reaction
O15405	Q9H9F9	binding
Q9H9F9	O15405	binding
O15405	P60510	binding
P60510	O15405	binding
Q9ULI0	O15405	reaction
O15405	O96019	binding
O96019	O15405	binding
O15405	Q9Y265	binding
Q9Y265	O15405	binding
O15405	Q9Y230	binding
Q9Y230	O15405	binding
Q1L5Z9	P56270	catalysis
Q6PCT2	P56270	reaction
P56270	Q7Z444	binding
Q7Z444	P56270	binding
P56270	P03956	binding
P03956	P56270	binding
P56270	P01112	binding
P01112	P56270	binding
P01116	P56270	activation
P56270	P43146	binding
P43146	P56270	binding
P38936	P56270	activation
P56270	Q16539	binding
Q16539	P56270	binding
P56270	P31749	ptmod
O14735	O14939	binding
O14939	O14735	binding
O14735	O95674	binding
O95674	O14735	binding
O14735	Q8N2A8	binding
Q8N2A8	O14735	binding
O14735	Q92903	binding
Q92903	O14735	binding
O14735	Q13393	binding
Q13393	O14735	binding
O14735	Q32NB8	binding
Q32NB8	O14735	binding
O14735	Q9NR20	binding
Q9NR20	O14735	binding
O14735	Q8NE63	binding
Q8NE63	O14735	binding
P23975	Q12846	binding
Q12846	P23975	binding
P23975	P32856	binding
P32856	P23975	binding
P23975	Q8N4C7	binding
Q8N4C7	P23975	binding
P23975	P14416	activation
P14416	P23975	activation
P23975	Q13277	binding
Q13277	P23975	binding
P23975	Q16623	binding
Q16623	P23975	binding
P23975	O75558	binding
O75558	P23975	binding
P19174	P41240	reaction
O95352	P41240	reaction
Q04917	P41240	catalysis
P41240	P04049	inhibition
P41240	P61224	reaction
P41240	P20936	binding
P41240	P08514	reaction
P08514	P41240	reaction
P11912	P41240	inhibition
P40259	P41240	inhibition
P41240	P01111	binding
P01111	P41240	binding
P41240	P52735	catalysis
P41240	P04439	catalysis
P41240	Q12931	reaction
P41240	Q06124	reaction
P41240	P98077	ptmod
P98077	P41240	ptmod
P07948	P41240	catalysis
P12931	P41240	catalysis
Q13588	P41240	reaction
P41240	P10644	activation
P41240	O00401	binding
O00401	P41240	binding
P41240	P04234	catalysis
P41240	P06239	catalysis
P41240	P35609	binding
P35609	P41240	binding
P41240	P29350	activation
P29350	P41240	activation
P41240	P46940	catalysis
P41240	P07766	catalysis
Q7Z5R6	P41240	reaction
Q96PU8	P41240	catalysis
P30613	P41240	reaction
P41240	O75791	binding
O75791	P41240	binding
Q15257	P41240	ptmod
P41240	Q6ZMT4	reaction
P49407	P41240	reaction
P41240	P32121	catalysis
P41240	P01112	reaction
P61981	P41240	reaction
O43252	P41240	reaction
P41240	P27348	reaction
P11274	P41240	inhibition
O43521	P41240	catalysis
P41240	Q58EX2	catalysis
P41240	O15164	reaction
O15164	P41240	reaction
P09769	P41240	ptmod
P10398	P41240	reaction
P41240	P01133	catalysis
P41240	P00533	catalysis
P41240	P22681	binding
P22681	P41240	binding
P41240	P42685	binding
P42685	P41240	binding
P63104	P41240	reaction
P41240	P62834	binding
P62834	P41240	binding
P41240	P07900	binding
P07900	P41240	binding
P41240	P05106	reaction
P05106	P41240	reaction
P41240	P05107	reaction
P05107	P41240	reaction
P41240	P15056	binding
P15056	P41240	binding
P41240	P31321	activation
P06241	P41240	reaction
P41240	Q02750	reaction
Q02750	P41240	reaction
P41240	Q6S5L8	reaction
Q6S5L8	P41240	reaction
P41240	P16885	ptmod
P16885	P41240	ptmod
P41240	Q38SD2	binding
Q38SD2	P41240	binding
A4D2P6	P41240	reaction
P41240	P17948	activation
P41240	P08238	reaction
Q8IVU1	P41240	catalysis
P41240	Q8TF42	binding
Q8TF42	P41240	binding
P41240	P01116	catalysis
P41240	P67870	reaction
P41240	P36507	reaction
P41240	P02675	reaction
P41240	P02679	reaction
P02679	P41240	reaction
P02545	P41240	reaction
P41240	P05556	binding
P05556	P41240	binding
P15498	P41240	reaction
P09693	P41240	catalysis
P41240	Q63HR2	binding
Q63HR2	P41240	binding
P41240	Q969H4	catalysis
P41240	P68133	binding
P68133	P41240	binding
Q14247	P41240	ptmod
P41240	O00203	binding
O00203	P41240	binding
P41240	P62258	reaction
P62258	P41240	reaction
Q8IVT5	P41240	catalysis
P41240	O14936	binding
O14936	P41240	binding
P41240	P62993	binding
P62993	P41240	binding
P14618	P41240	reaction
P41240	O43639	reaction
O43639	P41240	reaction
Q92529	P41240	reaction
P41240	Q03135	ptmod
Q03135	P41240	ptmod
P41240	Q13480	catalysis
P41240	P22694	activation
P41240	O43707	binding
O43707	P41240	binding
P41240	Q9UKW4	reaction
P02751	P41240	catalysis
P41240	P49023	reaction
P49023	P41240	reaction
P41240	P29353	activation
P29353	P41240	activation
P41240	P46109	reaction
P46109	P41240	reaction
P41240	P43405	ptmod
P43405	P41240	ptmod
P07947	P41240	reaction
P41240	P31946	catalysis
P41240	Q6VAB6	catalysis
P41240	P56199	binding
P56199	P41240	binding
P41240	P46108	binding
P46108	P41240	binding
P41240	P27361	reaction
P27361	P41240	reaction
P41240	Q86YT6	ptmod
Q86YT6	P41240	ptmod
P41240	P62070	reaction
P41240	P27448	reaction
P27986	P41240	activation
P26010	P41240	reaction
P61586	P41240	activation
P41240	Q6GTX8	binding
Q6GTX8	P41240	binding
P41240	Q05209	binding
Q05209	P41240	binding
P41240	P51114	catalysis
P41240	Q08043	binding
Q08043	P41240	binding
P41240	Q8TDM6	binding
Q8TDM6	P41240	binding
P41240	Q9C0H9	binding
Q9C0H9	P41240	binding
P41240	Q9Y315	reaction
P41240	P35916	activation
P41240	Q99704	catalysis
P41240	Q05397	binding
Q05397	P41240	binding
P41240	Q96AX9	ptmod
Q96AX9	P41240	ptmod
P41240	Q8TBB1	reaction
Q8TBB1	P41240	reaction
P62714	P41240	catalysis
P41240	P06127	binding
P06127	P41240	binding
P41240	P31323	activation
P41240	Q9NWQ8	binding
P41240	P18564	reaction
P18564	P41240	reaction
P67775	P41240	catalysis
P41240	P35968	activation
P41240	O15357	binding
O15357	P41240	binding
P41240	P22612	activation
P41240	P43403	catalysis
P41240	Q3SXY7	binding
Q3SXY7	P41240	binding
P17302	P41240	ptmod
P41240	P30086	inhibition
P41240	P56945	binding
P56945	P41240	binding
P41240	Q9NSV4	binding
Q9NSV4	P41240	binding
P41240	Q9Y2R2	binding
Q9Y2R2	P41240	binding
Q9UPV9	P41240	reaction
P41240	Q96BR1	binding
Q96BR1	P41240	binding
P51809	P41240	ptmod
P41240	P42336	activation
P42336	P41240	activation
P41240	Q96LW2	ptmod
Q96LW2	P41240	ptmod
Q8WXI2	P41240	reaction
P41240	P20963	catalysis
P41240	O60879	binding
O60879	P41240	binding
P08631	P41240	ptmod
P41240	Q15700	binding
Q15700	P41240	binding
P41240	P07384	binding
P07384	P41240	binding
P41182	P41240	inhibition
P41240	P42768	binding
P42768	P41240	binding
P41240	O60610	binding
O60610	P41240	binding
P41240	P12814	binding
P12814	P41240	binding
Q86YV5	P41240	ptmod
P41240	Q5TCQ9	binding
Q5TCQ9	P41240	binding
P41240	P16284	activation
P41240	Q92793	activation
P41240	Q9P2V4	binding
Q9P2V4	P41240	binding
P41240	Q7L591	binding
Q7L591	P41240	binding
P41240	Q15942	binding
Q15942	P41240	binding
P41240	P13861	activation
P41240	P01732	catalysis
Q96DP5	Q86XF0	binding
Q86XF0	Q96DP5	binding
Q96DP5	P00374	binding
P00374	Q96DP5	binding
Q9NYN1	Q8WYP3	activation
Q8WYP3	Q9NYN1	activation
Q9NYN1	Q8WWN8	activation
Q8WWN8	Q9NYN1	activation
O14976	Q9NYN1	reaction
O95466	Q9NYN1	reaction
Q9NYN1	Q14CM0	reaction
Q9NYN1	Q04912	inhibition
Q04912	Q9NYN1	inhibition
Q9NYN1	P46940	binding
P46940	Q9NYN1	binding
Q9NYN1	Q86VI3	reaction
Q86VI3	Q9NYN1	reaction
Q9NYN1	Q02750	reaction
Q9NYN1	P53618	reaction
Q9NYN1	Q8N1I0	activation
Q8N1I0	Q9NYN1	activation
Q9NYN1	P00533	activation
P00533	Q9NYN1	activation
Q9NYN1	Q5TCQ9	binding
Q5TCQ9	Q9NYN1	binding
Q9NYN1	P21860	activation
P21860	Q9NYN1	activation
Q9NYN1	Q6ZUM4	inhibition
Q6ZUM4	Q9NYN1	inhibition
Q9NYN1	Q8TEU7	catalysis
Q9NYN1	Q96P48	activation
Q96P48	Q9NYN1	activation
Q9NYN1	Q5JV73	reaction
Q9NYN1	O60346	activation
O60346	Q9NYN1	activation
Q9NYN1	Q92574	activation
Q9NYN1	Q6XZF7	activation
Q6XZF7	Q9NYN1	activation
Q9NYN1	Q96LW2	reaction
Q9NYN1	O75061	reaction
O75061	Q9NYN1	reaction
Q9NYN1	Q9NRY4	inhibition
Q9NYN1	P06213	activation
P06213	Q9NYN1	activation
Q9NYN1	Q9NZM3	catalysis
P36507	Q9NYN1	reaction
Q9NYN1	Q9UHV5	inhibition
Q9UHV5	Q9NYN1	inhibition
Q9NYN1	Q13576	reaction
Q13576	Q9NYN1	reaction
Q9NYN1	Q6ZWJ1	binding
Q6ZWJ1	Q9NYN1	binding
Q9NYN1	A4D2P6	activation
A4D2P6	Q9NYN1	activation
Q9NYN1	P67775	catalysis
Q9NYN1	O95398	activation
O95398	Q9NYN1	activation
Q9NYN1	B2RTY4	inhibition
Q9NYN1	P32019	catalysis
Q9NYN1	P52735	activation
P52735	Q9NYN1	activation
Q9NYN1	Q15811	catalysis
Q9NYN1	Q38SD2	binding
Q38SD2	Q9NYN1	binding
Q9NYN1	Q5S007	activation
Q5S007	Q9NYN1	activation
Q9NYN1	P42336	activation
P42336	Q9NYN1	activation
Q9NYN1	P08581	activation
P08581	Q9NYN1	activation
Q9NYN1	Q8WZ64	activation
Q8WZ64	Q9NYN1	activation
Q9NYN1	Q13459	catalysis
Q9NYN1	P14616	activation
P14616	Q9NYN1	activation
Q9NYN1	Q96KP1	activation
Q96KP1	Q9NYN1	activation
Q9NYN1	O14578	binding
O14578	Q9NYN1	binding
Q9NYN1	P43405	activation
P43405	Q9NYN1	activation
Q9NYN1	P48736	activation
P48736	Q9NYN1	activation
Q9NYN1	Q13671	activation
Q13671	Q9NYN1	activation
Q9NYN1	P51955	reaction
P51955	Q9NYN1	reaction
Q9NYN1	P41743	activation
P41743	Q9NYN1	activation
Q9NYN1	Q8WZA2	inhibition
Q8WZA2	Q9NYN1	inhibition
Q9NYN1	Q05513	activation
Q05513	Q9NYN1	activation
Q9NYN1	Q6ZS11	activation
Q6ZS11	Q9NYN1	activation
Q9NYN1	P62714	catalysis
Q9NYN1	O95837	activation
O95837	Q9NYN1	activation
Q9NYN1	Q92565	inhibition
Q92565	Q9NYN1	inhibition
Q9NYN1	Q9Y566	binding
Q9Y566	Q9NYN1	binding
Q9NYN1	Q5SYB0	reaction
Q9NYN1	P30679	activation
P30679	Q9NYN1	activation
Q9NYN1	P04626	activation
P04626	Q9NYN1	activation
Q9NYN1	Q8N3C7	binding
Q8N3C7	Q9NYN1	binding
Q9NYN1	O00329	activation
O00329	Q9NYN1	activation
Q9NYN1	Q9UPX8	binding
Q9UPX8	Q9NYN1	binding
Q9NYN1	P50148	activation
P50148	Q9NYN1	activation
Q9NYN1	Q15303	activation
Q15303	Q9NYN1	activation
Q9NYN1	P55196	activation
P55196	Q9NYN1	activation
Q9NYN1	Q9HB75	binding
Q9HB75	Q9NYN1	binding
Q9NYN1	Q6ZVD8	activation
Q6ZVD8	Q9NYN1	activation
Q9NYN1	P42338	activation
P42338	Q9NYN1	activation
Q9NYN1	P15498	activation
P15498	Q9NYN1	activation
Q9NYN1	Q9UKW4	activation
Q9UKW4	Q9NYN1	activation
Q9NYN1	Q0VAM2	catalysis
Q9NYN1	Q13017	inhibition
Q9NYN1	P43403	activation
P43403	Q9NYN1	activation
Q9NYN1	Q9Y4G8	catalysis
P04080	P09668	reaction
P68871	P09668	reaction
P09668	P01040	reaction
P09668	P07339	reaction
P09668	P17980	reaction
P07988	P09668	catalysis
P09668	Q9UBX1	binding
Q9UBX1	P09668	binding
P09668	P56202	binding
P56202	P09668	binding
P09668	P43234	binding
P43234	P09668	binding
P09668	P14543	activation
P14543	P09668	activation
Q9H4M9	Q9H223	activation
Q16620	Q9H223	catalysis
Q9H223	Q9H1K0	binding
Q9H1K0	Q9H223	binding
P04629	Q9H223	catalysis
Q16288	Q9H223	catalysis
Q06547	O14976	reaction
O14976	Q06547	reaction
Q06547	P50548	binding
P50548	Q06547	binding
Q06547	Q6Q0C0	catalysis
Q06547	P43268	binding
P43268	Q06547	binding
Q06547	Q8IY57	binding
Q8IY57	Q06547	binding
Q06547	P25490	binding
P25490	Q06547	binding
Q9NTG7	Q06547	activation
Q06547	P41162	binding
P41162	Q06547	binding
Q06547	Q06546	binding
Q06546	Q06547	binding
Q06547	P50549	binding
P50549	Q06547	binding
Q06547	O00321	binding
O00321	Q06547	binding
Q8TBB1	Q06547	catalysis
Q8WXD2	Q8IXL6	reaction
Q8IXL6	Q8WXD2	reaction
Q9NVM6	Q9Y3D7	binding
Q9Y3D7	Q9NVM6	binding
Q9NVM6	Q99459	binding
Q99459	Q9NVM6	binding
Q9NVM6	O43615	binding
O43615	Q9NVM6	binding
Q96L33	Q5S007	activation
Q5S007	Q96L33	activation
